CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
13532,211,1,238.78,2,1,1,211,4,Lost
13533,347,2,690.45,2,2,2,222,6,Lost
13534,339,1,418.8,2,1,2,212,5,Lost
13536,35,7,8167.69,4,5,5,455,14,Champions
13537,14,3,1030.9,5,3,3,533,11,Potential Loyal
13538,14,2,648.78,5,2,2,522,9,New Customers
13539,106,9,8251.04,3,5,5,355,13,Loyal Customers
13541,661,1,117.8,1,1,1,111,3,Lost
13542,17,6,6033.65,5,4,5,545,14,Champions
13543,298,2,789.03,2,2,2,222,6,Lost
13544,55,5,5461.62,4,4,4,444,12,Champions
13546,97,13,12581.23,3,5,5,355,13,Loyal Customers
13549,307,2,808.45,2,2,2,222,6,Lost
13553,111,4,3298.96,3,4,4,344,11,Loyal Customers
13554,10,3,1629.83,5,3,3,533,11,Potential Loyal
13556,220,1,200.2,2,1,1,211,4,Lost
13557,478,1,336.2,1,1,2,112,4,Lost
13561,16,12,10285.16,5,5,5,555,15,Champions
13563,205,1,196.35,3,1,1,311,5,Needs Attention
13564,165,1,323.11,3,1,2,312,6,Needs Attention
13565,149,1,107.25,3,1,1,311,5,Needs Attention
13566,406,4,5488.53,1,4,4,144,9,At Risk
13567,450,1,640.0,1,1,2,112,4,Lost
13568,5,1,60.08,5,1,1,511,7,New Customers
13569,267,4,3296.33,2,4,4,244,10,At Risk
13570,386,1,593.58,2,1,2,212,5,Lost
13571,46,6,7239.5,4,4,5,445,13,Champions
13572,103,2,755.15,3,2,2,322,7,Needs Attention
13573,17,16,43306.46,5,5,5,555,15,Champions
13574,372,1,245.11,2,1,1,211,4,Lost
13577,42,1,194.74,4,1,1,411,6,New Customers
13579,398,2,1774.21,1,2,3,123,6,Needs Attention
13580,176,2,2915.71,3,2,4,324,9,Potential Loyal
13582,55,6,4344.99,4,4,4,444,12,Champions
13585,545,1,23.72,1,1,1,111,3,Lost
13587,15,7,7911.59,5,5,5,555,15,Champions
13588,18,2,686.43,5,2,2,522,9,New Customers
13590,432,1,796.17,1,1,2,112,4,Lost
13592,23,9,7815.68,5,5,5,555,15,Champions
13593,19,1,96.2,5,1,1,511,7,New Customers
13594,737,1,135.81,1,1,1,111,3,Lost
13595,677,1,293.71,1,1,2,112,4,Lost
13596,133,4,1287.74,3,4,3,343,10,Potential Loyal
13597,2,4,1711.96,5,4,3,543,12,Potential Loyal
13599,74,4,3506.16,4,4,4,444,12,Champions
13602,24,1,36.54,5,1,1,511,7,New Customers
13604,495,1,737.92,1,1,2,112,4,Lost
13607,496,2,600.73,1,2,2,122,5,Lost
13609,22,4,2709.02,5,4,4,544,13,Champions
13610,22,2,1422.91,5,2,3,523,10,New Customers
13611,147,2,658.74,3,2,2,322,7,Needs Attention
13613,5,4,1705.47,5,4,3,543,12,Potential Loyal
13616,574,2,942.62,1,2,3,123,6,Needs Attention
13617,89,7,6348.28,3,5,5,355,13,Loyal Customers
13618,56,1,335.11,4,1,2,412,7,New Customers
13619,183,4,1965.39,3,4,4,344,11,Loyal Customers
13620,71,1,48.98,4,1,1,411,6,New Customers
13621,120,5,1681.32,3,4,3,343,10,Potential Loyal
13622,12,3,1939.09,5,3,4,534,12,Loyal Customers
13624,556,2,476.49,1,2,2,122,5,Lost
13625,591,1,105.9,1,1,1,111,3,Lost
13626,719,1,588.71,1,1,2,112,4,Lost
13627,261,4,2394.96,2,4,4,244,10,At Risk
13630,257,4,1093.42,2,4,3,243,9,At Risk
13632,451,2,812.39,1,2,2,122,5,Lost
13633,5,3,1595.08,5,3,3,533,11,Potential Loyal
13634,229,2,731.46,2,2,2,222,6,Lost
13636,162,1,4.67,3,1,1,311,5,Needs Attention
13638,175,1,41.72,3,1,1,311,5,Needs Attention
13639,1,20,53973.92,5,5,5,555,15,Champions
13641,667,1,42.12,1,1,1,111,3,Lost
13642,609,1,345.36,1,1,2,112,4,Lost
13643,15,2,1811.11,5,2,4,524,11,New Customers
13644,142,9,8714.12,3,5,5,355,13,Loyal Customers
13645,32,5,4408.39,4,4,4,444,12,Champions
13647,13,4,1448.1,5,4,3,543,12,Potential Loyal
13648,20,2,1575.45,5,2,3,523,10,New Customers
13649,67,8,8941.35,4,5,5,455,14,Champions
13650,14,23,65987.49,5,5,5,555,15,Champions
13651,68,1,233.92,4,1,1,411,6,New Customers
13652,426,1,231.84,1,1,1,111,3,Lost
13653,108,1,327.06,3,1,2,312,6,Needs Attention
13654,366,4,1618.2,2,4,3,243,9,At Risk
13655,460,1,120.78,1,1,1,111,3,Lost
13656,178,3,4081.35,3,3,4,334,10,Loyal Customers
13657,183,7,8000.51,3,5,5,355,13,Loyal Customers
13658,16,2,1209.31,5,2,3,523,10,New Customers
13659,52,2,1414.09,4,2,3,423,9,New Customers
13660,147,3,1532.48,3,3,3,333,9,Potential Loyal
13661,181,1,15.44,3,1,1,311,5,Needs Attention
13662,29,1,138.4,5,1,1,511,7,New Customers
13664,153,3,310.86,3,3,2,332,8,Price Sensitive
13665,225,7,5888.72,2,5,4,254,11,At Risk
13666,211,4,1524.17,2,4,3,243,9,At Risk
13668,701,1,30.32,1,1,1,111,3,Lost
13670,55,9,24167.12,4,5,5,455,14,Champions
13671,41,1,516.48,4,1,2,412,7,New Customers
13672,39,13,38705.37,4,5,5,455,14,Champions
13673,360,2,417.42,2,2,2,222,6,Lost
13676,718,1,279.79,1,1,1,111,3,Lost
13677,75,4,2683.48,4,4,4,444,12,Champions
13679,605,1,467.0,1,1,2,112,4,Lost
13680,88,6,5073.02,3,4,4,344,11,Loyal Customers
13681,55,2,680.91,4,2,2,422,8,New Customers
13682,425,1,417.39,1,1,2,112,4,Lost
13683,195,4,2597.35,3,4,4,344,11,Loyal Customers
13684,7,2,710.28,5,2,2,522,9,New Customers
13685,607,1,323.49,1,1,2,112,4,Lost
13686,246,3,1758.26,2,3,3,233,8,At Risk
13687,3,8,9447.74,5,5,5,555,15,Champions
13688,190,1,469.47,3,1,2,312,6,Needs Attention
13691,4,1,487.73,5,1,2,512,8,New Customers
13694,356,2,1131.15,2,2,3,223,7,Needs Attention
13695,4,10,28667.48,5,5,5,555,15,Champions
13701,600,1,554.67,1,1,2,112,4,Lost
13702,14,16,52180.43,5,5,5,555,15,Champions
13703,7,4,1120.43,5,4,3,543,12,Potential Loyal
13704,3,5,1857.45,5,4,4,544,13,Champions
13706,447,1,335.18,1,1,2,112,4,Lost
13707,362,1,417.81,2,1,2,212,5,Lost
13708,233,3,1189.0,2,3,3,233,8,At Risk
13709,9,2,378.87,5,2,2,522,9,New Customers
13710,446,3,1896.42,1,3,4,134,8,At Risk
13712,52,1,102.96,4,1,1,411,6,New Customers
13715,38,3,885.22,4,3,3,433,10,Potential Loyal
13716,46,3,1224.68,4,3,3,433,10,Potential Loyal
13717,549,2,389.87,1,2,2,122,5,Lost
13718,14,4,2931.34,5,4,4,544,13,Champions
13720,520,1,262.32,1,1,1,111,3,Lost
13722,109,5,2100.09,3,4,4,344,11,Loyal Customers
13724,21,4,2362.77,5,4,4,544,13,Champions
13726,73,4,2113.57,4,4,4,444,12,Champions
13727,35,1,334.03,4,1,2,412,7,New Customers
13728,696,2,383.23,1,2,2,122,5,Lost
13730,98,16,41036.61,3,5,5,355,13,Loyal Customers
13733,167,2,1098.93,3,2,3,323,8,Potential Loyal
13734,122,2,2508.15,3,2,4,324,9,Potential Loyal
13735,372,3,1923.92,2,3,4,234,9,At Risk
13736,197,3,1165.43,3,3,3,333,9,Potential Loyal
13738,242,2,218.61,2,2,1,221,5,Lost
13741,2,4,1634.48,5,4,3,543,12,Potential Loyal
13742,6,9,8967.63,5,5,5,555,15,Champions
13743,1,4,1385.8,5,4,3,543,12,Potential Loyal
13744,194,5,2137.4,3,4,4,344,11,Loyal Customers
13745,125,3,3628.12,3,3,4,334,10,Loyal Customers
13747,391,1,36.63,2,1,1,211,4,Lost
13748,262,3,1083.27,2,3,3,233,8,At Risk
13749,693,1,338.7,1,1,2,112,4,Lost
13750,535,1,37.18,1,1,1,111,3,Lost
13753,430,1,98.63,1,1,1,111,3,Lost
13755,588,1,13.09,1,1,1,111,3,Lost
13756,44,1,208.11,4,1,1,411,6,New Customers
13757,9,10,10008.39,5,5,5,555,15,Champions
13758,119,5,5064.53,3,4,4,344,11,Loyal Customers
13759,363,1,245.31,2,1,1,211,4,Lost
13760,26,2,1497.47,5,2,3,523,10,New Customers
13761,20,22,56841.96,5,5,5,555,15,Champions
13762,374,1,54.4,2,1,1,211,4,Lost
13763,10,14,34186.57,5,5,5,555,15,Champions
13764,208,1,27.52,3,1,1,311,5,Needs Attention
13765,174,2,578.28,3,2,2,322,7,Needs Attention
13767,146,3,1270.58,3,3,3,333,9,Potential Loyal
13768,254,6,5766.57,2,4,4,244,10,At Risk
13769,576,1,153.15,1,1,1,111,3,Lost
13772,57,3,1319.08,4,3,3,433,10,Potential Loyal
13773,584,1,524.83,1,1,2,112,4,Lost
13775,6,7,7452.92,5,5,5,555,15,Champions
13777,96,2,597.99,3,2,2,322,7,Needs Attention
13778,95,5,11047.46,3,4,5,345,12,Loyal Customers
13779,340,2,858.13,2,2,3,223,7,Needs Attention
13780,119,3,2601.87,3,3,4,334,10,Loyal Customers
13781,523,1,340.98,1,1,2,112,4,Lost
13783,636,2,828.17,1,2,3,123,6,Needs Attention
13785,65,10,9817.98,4,5,5,455,14,Champions
13786,21,1,576.11,5,1,2,512,8,New Customers
13787,71,5,5280.02,4,4,4,444,12,Champions
13789,4,1,217.99,5,1,1,511,7,New Customers
13796,376,2,397.83,2,2,2,222,6,Lost
13797,158,5,7735.26,3,4,5,345,12,Loyal Customers
13799,54,9,8546.71,4,5,5,455,14,Champions
13800,176,1,611.02,3,1,2,312,6,Needs Attention
13801,40,1,627.65,4,1,2,412,7,New Customers
13803,17,14,39859.17,5,5,5,555,15,Champions
13804,360,7,5026.75,2,5,4,254,11,At Risk
13805,356,3,1080.8,2,3,3,233,8,At Risk
13808,639,1,259.65,1,1,1,111,3,Lost
13809,607,1,472.77,1,1,2,112,4,Lost
13810,393,2,612.9,2,2,2,222,6,Lost
13811,286,2,1527.34,2,2,3,223,7,Needs Attention
13812,319,4,2072.82,2,4,4,244,10,At Risk
13813,116,1,752.66,3,1,2,312,6,Needs Attention
13815,7,6,6535.92,5,4,5,545,14,Champions
13816,110,2,1339.67,3,2,3,323,8,Potential Loyal
13817,11,11,32536.6,5,5,5,555,15,Champions
13818,53,1,167.07,4,1,1,411,6,New Customers
13820,58,3,2626.13,4,3,4,434,11,Loyal Customers
13821,115,6,3221.32,3,4,4,344,11,Loyal Customers
13822,98,5,2551.26,3,4,4,344,11,Loyal Customers
13823,2,8,21668.55,5,5,5,555,15,Champions
13824,10,5,6262.87,5,4,5,545,14,Champions
13826,644,1,108.72,1,1,1,111,3,Lost
13829,329,2,606.01,2,2,2,222,6,Lost
13830,57,6,6646.94,4,4,5,445,13,Champions
13831,27,1,74.1,5,1,1,511,7,New Customers
13833,363,1,313.84,2,1,2,212,5,Lost
13835,68,4,2730.82,4,4,4,444,12,Champions
13837,688,1,168.19,1,1,1,111,3,Lost
13839,84,4,3654.8,4,4,4,444,12,Champions
13840,381,1,543.21,2,1,2,212,5,Lost
13841,276,2,909.66,2,2,3,223,7,Needs Attention
13842,25,1,51.54,5,1,1,511,7,New Customers
13843,207,6,8261.11,3,5,5,355,13,Loyal Customers
13844,227,4,2869.34,2,4,4,244,10,At Risk
13846,1,14,42432.43,5,5,5,555,15,Champions
13848,64,3,1181.81,4,3,3,433,10,Potential Loyal
13853,81,11,27410.54,4,5,5,455,14,Champions
13854,277,4,4682.41,2,4,4,244,10,At Risk
13855,560,3,1396.04,1,3,3,133,7,At Risk
13856,555,2,149.68,1,2,1,121,4,Lost
13858,35,5,1343.81,4,4,3,443,11,Potential Loyal
13859,537,1,276.03,1,1,1,111,3,Lost
13860,23,6,6878.49,5,5,5,555,15,Champions
13863,241,1,257.92,2,1,1,211,4,Lost
13864,576,2,1039.7,1,2,3,123,6,Needs Attention
13865,50,2,1159.39,4,2,3,423,9,New Customers
13868,47,5,7507.51,4,4,5,445,13,Champions
13869,210,4,1367.42,2,4,3,243,9,At Risk
13870,185,2,607.99,3,2,2,322,7,Needs Attention
13871,231,1,53.36,2,1,1,211,4,Lost
13872,162,1,238.9,3,1,1,311,5,Needs Attention
13873,24,9,20783.76,5,5,5,555,15,Champions
13874,95,1,182.04,3,1,1,311,5,Needs Attention
13876,28,4,1981.88,5,4,4,544,13,Champions
13877,28,11,11832.5,5,5,5,555,15,Champions
13878,56,2,217.97,4,2,1,421,7,New Customers
13881,308,3,1342.02,2,3,3,233,8,At Risk
13882,175,5,5092.13,3,4,4,344,11,Loyal Customers
13883,79,1,72.99,4,1,1,411,6,New Customers
13884,8,5,4572.71,5,4,4,544,13,Champions
13885,119,3,1518.01,3,3,3,333,9,Potential Loyal
13886,366,1,144.91,2,1,1,211,4,Lost
13887,49,2,605.02,4,2,2,422,8,New Customers
13888,367,2,582.99,2,2,2,222,6,Lost
13889,225,4,1667.79,2,4,3,243,9,At Risk
13891,7,10,26483.89,5,5,5,555,15,Champions
13892,4,4,4667.28,5,4,4,544,13,Champions
13894,329,2,2958.58,2,2,4,224,8,Needs Attention
13898,504,1,327.57,1,1,2,112,4,Lost
13899,29,2,297.44,5,2,2,522,9,New Customers
13902,366,2,1065.08,2,2,3,223,7,Needs Attention
13903,33,3,2449.75,4,3,4,434,11,Loyal Customers
13904,42,1,44.16,4,1,1,411,6,New Customers
13905,21,4,1936.63,5,4,4,544,13,Champions
13906,136,5,1881.28,3,4,4,344,11,Loyal Customers
13907,5,12,31412.3,5,5,5,555,15,Champions
13908,102,9,7682.54,3,5,5,355,13,Loyal Customers
13909,435,1,353.02,1,1,2,112,4,Lost
13910,103,4,2189.73,3,4,4,344,11,Loyal Customers
13911,5,3,1146.86,5,3,3,533,11,Potential Loyal
13912,87,2,1304.93,4,2,3,423,9,New Customers
13915,53,2,1096.72,4,2,3,423,9,New Customers
13916,44,4,2786.49,4,4,4,444,12,Champions
13917,152,3,2127.22,3,3,4,334,10,Loyal Customers
13921,351,2,672.11,2,2,2,222,6,Lost
13922,518,5,1332.38,1,4,3,143,8,At Risk
13924,115,1,97.32,3,1,1,311,5,Needs Attention
13925,8,5,6620.79,5,4,5,545,14,Champions
13926,58,6,5382.63,4,5,4,454,13,Champions
13929,267,1,406.11,2,1,2,212,5,Lost
13931,319,1,248.8,2,1,1,211,4,Lost
13932,17,1,304.56,5,1,2,512,8,New Customers
13933,18,16,43168.09,5,5,5,555,15,Champions
13934,158,5,6550.91,3,4,5,345,12,Loyal Customers
13935,563,1,93.96,1,1,1,111,3,Lost
13936,33,6,10468.73,4,5,5,455,14,Champions
13939,411,1,43.72,1,1,1,111,3,Lost
13940,145,8,8658.51,3,5,5,355,13,Loyal Customers
13941,23,3,1852.37,5,3,4,534,12,Loyal Customers
13942,220,2,1981.04,2,2,4,224,8,Needs Attention
13945,111,5,4727.95,3,4,4,344,11,Loyal Customers
13948,369,1,691.35,2,1,2,212,5,Lost
13949,64,1,311.0,4,1,2,412,7,New Customers
13950,242,2,826.08,2,2,3,223,7,Needs Attention
13951,10,6,6091.19,5,5,5,555,15,Champions
13952,180,2,494.46,3,2,2,322,7,Needs Attention
13954,343,1,309.42,2,1,2,212,5,Lost
13955,47,5,2906.02,4,4,4,444,12,Champions
13957,31,1,85.9,4,1,1,411,6,New Customers
13958,14,9,10494.2,5,5,5,555,15,Champions
13959,259,3,1591.55,2,3,3,233,8,At Risk
13960,174,1,355.74,3,1,2,312,6,Needs Attention
13961,108,1,336.5,3,1,2,312,6,Needs Attention
13962,35,5,2761.84,4,4,4,444,12,Champions
13964,421,3,1299.09,1,3,3,133,7,At Risk
13965,521,3,784.13,1,3,2,132,6,Price Sensitive
13968,35,2,219.06,4,2,1,421,7,New Customers
13970,55,7,6253.82,4,5,5,455,14,Champions
13972,132,5,3642.92,3,4,4,344,11,Loyal Customers
13973,12,3,2322.15,5,3,4,534,12,Loyal Customers
13974,36,2,649.09,4,2,2,422,8,New Customers
13975,177,5,2721.23,3,4,4,344,11,Loyal Customers
13976,448,2,809.11,1,2,2,122,5,Lost
13977,109,3,1512.5,3,3,3,333,9,Potential Loyal
13978,45,6,5209.07,4,5,4,454,13,Champions
13979,559,2,1013.13,1,2,3,123,6,Needs Attention
13980,149,2,536.9,3,2,2,322,7,Needs Attention
13981,339,3,1710.01,2,3,3,233,8,At Risk
13982,16,3,2276.88,5,3,4,534,12,Loyal Customers
13983,157,1,137.41,3,1,1,311,5,Needs Attention
13986,218,1,294.19,2,1,2,212,5,Lost
13988,53,10,9231.1,4,5,5,455,14,Champions
13989,181,7,7283.62,3,5,5,355,13,Loyal Customers
13990,178,2,423.77,3,2,2,322,7,Needs Attention
13992,102,5,2606.89,3,4,4,344,11,Loyal Customers
13993,2,7,6654.21,5,5,5,555,15,Champions
13994,89,6,5862.83,3,5,4,354,12,Loyal Customers
13996,172,1,76.56,3,1,1,311,5,Needs Attention
13997,472,2,640.45,1,2,2,122,5,Lost
14001,269,3,811.79,2,3,2,232,7,Price Sensitive
14003,145,3,1890.12,3,3,4,334,10,Loyal Customers
14004,4,1,107.64,5,1,1,511,7,New Customers
14005,21,22,58225.34,5,5,5,555,15,Champions
14006,127,2,1119.12,3,2,3,323,8,Potential Loyal
14007,539,1,812.23,1,1,2,112,4,Lost
14009,17,7,8999.45,5,5,5,555,15,Champions
14010,372,2,182.62,2,2,1,221,5,Lost
14011,177,3,2430.04,3,3,4,334,10,Loyal Customers
14012,200,2,135.39,3,2,1,321,6,Needs Attention
14015,93,1,190.32,3,1,1,311,5,Needs Attention
14016,593,1,104.36,1,1,1,111,3,Lost
14017,30,4,2225.85,4,4,4,444,12,Champions
14019,66,2,1590.67,4,2,3,423,9,New Customers
14022,24,3,1635.55,5,3,3,533,11,Potential Loyal
14023,147,4,1961.84,3,4,4,344,11,Loyal Customers
14024,536,3,2409.77,1,3,4,134,8,At Risk
14028,52,1,28.2,4,1,1,411,6,New Customers
14030,189,6,5099.94,3,5,4,354,12,Loyal Customers
14031,360,2,1048.41,2,2,3,223,7,Needs Attention
14032,361,1,415.62,2,1,2,212,5,Lost
14035,48,4,2298.16,4,4,4,444,12,Champions
14036,29,14,16166.04,5,5,5,555,15,Champions
14037,85,1,579.72,4,1,2,412,7,New Customers
14038,481,2,763.72,1,2,2,122,5,Lost
14039,183,2,366.81,3,2,2,322,7,Needs Attention
14040,176,2,60.31,3,2,1,321,6,Needs Attention
14041,22,5,4972.27,5,4,4,544,13,Champions
14043,30,3,1398.32,4,3,3,433,10,Potential Loyal
14045,7,7,7042.77,5,5,5,555,15,Champions
14046,307,2,1047.77,2,2,3,223,7,Needs Attention
14047,128,4,3378.33,3,4,4,344,11,Loyal Customers
14050,56,2,1401.56,4,2,3,423,9,New Customers
14051,109,4,1826.37,3,4,4,344,11,Loyal Customers
14053,246,3,1450.69,2,3,3,233,8,At Risk
14054,93,6,5276.53,3,5,4,354,12,Loyal Customers
14057,10,19,51977.15,5,5,5,555,15,Champions
14058,47,2,694.08,4,2,2,422,8,New Customers
14060,198,4,3404.59,3,4,4,344,11,Loyal Customers
14061,133,9,10072.23,3,5,5,355,13,Loyal Customers
14062,461,1,216.3,1,1,1,111,3,Lost
14066,201,2,621.43,3,2,2,322,7,Needs Attention
14067,2,10,9253.52,5,5,5,555,15,Champions
14069,59,4,1649.08,4,4,3,443,11,Potential Loyal
14070,514,1,279.11,1,1,1,111,3,Lost
14071,472,1,29.46,1,1,1,111,3,Lost
14072,276,2,884.59,2,2,3,223,7,Needs Attention
14073,20,10,9456.63,5,5,5,555,15,Champions
14074,2,25,71224.2,5,5,5,555,15,Champions
14075,336,3,638.76,2,3,2,232,7,Price Sensitive
14077,96,2,349.5,3,2,2,322,7,Needs Attention
14080,640,2,702.46,1,2,2,122,5,Lost
14081,269,3,3478.43,2,3,4,234,9,At Risk
14082,87,11,9585.11,4,5,5,455,14,Champions
14083,454,2,2191.27,1,2,4,124,7,Needs Attention
14084,343,1,52.03,2,1,1,211,4,Lost
14087,237,5,2208.9,2,4,4,244,10,At Risk
14090,40,5,6068.31,4,4,5,445,13,Champions
14092,15,1,116.46,5,1,1,511,7,New Customers
14093,21,8,9258.93,5,5,5,555,15,Champions
14094,719,1,592.78,1,1,2,112,4,Lost
14095,347,4,2824.09,2,4,4,244,10,At Risk
14097,312,1,320.45,2,1,2,212,5,Lost
14099,35,2,808.88,4,2,2,422,8,New Customers
14100,32,4,1554.17,4,4,3,443,11,Potential Loyal
14101,495,1,382.79,1,1,2,112,4,Lost
14102,628,1,31.77,1,1,1,111,3,Lost
14103,139,1,365.26,3,1,2,312,6,Needs Attention
14104,414,2,107.36,1,2,1,121,4,Lost
14109,355,1,67.1,2,1,1,211,4,Lost
14111,177,1,573.41,3,1,2,312,6,Needs Attention
14112,223,3,1505.58,2,3,3,233,8,At Risk
14113,51,3,2284.5,4,3,4,434,11,Loyal Customers
14114,15,1,248.92,5,1,1,511,7,New Customers
14115,321,3,1531.46,2,3,3,233,8,At Risk
14117,49,3,2041.57,4,3,4,434,11,Loyal Customers
14118,117,4,3453.88,3,4,4,344,11,Loyal Customers
14120,50,5,4032.55,4,4,4,444,12,Champions
14121,34,5,4073.22,4,4,4,444,12,Champions
14123,438,3,1732.92,1,3,3,133,7,At Risk
14124,182,2,816.02,3,2,3,323,8,Potential Loyal
14125,520,1,382.62,1,1,2,112,4,Lost
14126,429,1,237.3,1,1,1,111,3,Lost
14127,218,4,987.88,2,4,3,243,9,At Risk
14128,422,3,1169.78,1,3,3,133,7,At Risk
14129,135,3,470.57,3,3,2,332,8,Price Sensitive
14131,67,4,2848.62,4,4,4,444,12,Champions
14132,4,21,56495.57,5,5,5,555,15,Champions
14134,127,5,1401.47,3,4,3,343,10,Potential Loyal
14135,118,6,8769.45,3,5,5,355,13,Loyal Customers
14136,77,2,647.26,4,2,2,422,8,New Customers
14140,296,2,488.97,2,2,2,222,6,Lost
14141,174,1,131.1,3,1,1,311,5,Needs Attention
14144,211,3,2604.86,2,3,4,234,9,At Risk
14146,29,12,11246.27,5,5,5,555,15,Champions
14149,25,2,1103.39,5,2,3,523,10,New Customers
14151,79,2,1288.06,4,2,3,423,9,New Customers
14152,264,1,44.16,2,1,1,211,4,Lost
14155,2,5,6216.65,5,4,5,545,14,Champions
14156,38,6,2670.77,4,5,4,454,13,Champions
14158,94,5,5869.37,3,4,4,344,11,Loyal Customers
14161,54,7,9152.26,4,5,5,455,14,Champions
14162,138,6,5175.58,3,5,4,354,12,Loyal Customers
14163,13,5,5040.1,5,4,4,544,13,Champions
14165,18,7,7992.37,5,5,5,555,15,Champions
14166,86,4,1165.54,4,4,3,443,11,Potential Loyal
14168,314,1,380.42,2,1,2,212,5,Lost
14169,220,5,6646.94,2,4,5,245,11,At Risk
14170,408,2,475.58,1,2,2,122,5,Lost
14174,18,15,40035.27,5,5,5,555,15,Champions
14175,510,2,906.76,1,2,3,123,6,Needs Attention
14176,422,1,71.55,1,1,1,111,3,Lost
14177,268,5,2087.01,2,4,4,244,10,At Risk
14179,180,2,581.9,3,2,2,322,7,Needs Attention
14180,1,5,3857.9,5,4,4,544,13,Champions
14183,62,6,5250.51,4,5,4,454,13,Champions
14184,531,1,38.04,1,1,1,111,3,Lost
14185,212,2,875.03,2,2,3,223,7,Needs Attention
14186,177,4,2405.56,3,4,4,344,11,Loyal Customers
14187,33,6,7256.55,4,5,5,455,14,Champions
14188,484,1,210.2,1,1,1,111,3,Lost
14190,426,1,122.97,1,1,1,111,3,Lost
14191,60,8,7850.04,4,5,5,455,14,Champions
14193,122,3,2204.97,3,3,4,334,10,Loyal Customers
14195,530,2,1750.81,1,2,3,123,6,Needs Attention
14196,40,5,6679.42,4,4,5,445,13,Champions
14197,74,7,10127.15,4,5,5,455,14,Champions
14199,201,3,1577.81,3,3,3,333,9,Potential Loyal
14201,206,2,1183.38,3,2,3,323,8,Potential Loyal
14202,481,1,703.57,1,1,2,112,4,Lost
14206,2,4,2959.8,5,4,4,544,13,Champions
14207,19,2,1294.7,5,2,3,523,10,New Customers
14208,49,6,5396.07,4,5,4,454,13,Champions
14209,112,1,7.42,3,1,1,311,5,Needs Attention
14210,444,5,1777.15,1,4,3,143,8,At Risk
14213,374,1,375.12,2,1,2,212,5,Lost
14214,50,2,839.42,4,2,3,423,9,New Customers
14217,48,12,26681.82,4,5,5,455,14,Champions
14218,22,2,770.76,5,2,2,522,9,New Customers
14219,206,2,1044.42,3,2,3,323,8,Potential Loyal
14220,528,3,2054.12,1,3,4,134,8,At Risk
14221,15,11,10155.26,5,5,5,555,15,Champions
14222,59,19,54602.46,4,5,5,455,14,Champions
14223,362,1,164.08,2,1,1,211,4,Lost
14224,42,3,1221.27,4,3,3,433,10,Potential Loyal
14225,30,9,10454.55,4,5,5,455,14,Champions
14226,320,1,271.91,2,1,1,211,4,Lost
14229,372,2,607.3,2,2,2,222,6,Lost
14230,261,2,657.72,2,2,2,222,6,Lost
14232,205,3,1749.19,3,3,3,333,9,Potential Loyal
14233,7,4,2369.29,5,4,4,544,13,Champions
14234,296,3,1399.32,2,3,3,233,8,At Risk
14235,40,7,7095.84,4,5,5,455,14,Champions
14236,604,1,275.9,1,1,1,111,3,Lost
14238,326,1,97.4,2,1,1,211,4,Lost
14239,351,2,687.81,2,2,2,222,6,Lost
14241,7,23,62097.7,5,5,5,555,15,Champions
14242,82,2,1419.99,4,2,3,423,9,New Customers
14243,354,1,292.87,2,1,2,212,5,Lost
14245,41,12,30018.06,4,5,5,455,14,Champions
14246,39,5,2020.78,4,4,4,444,12,Champions
14248,41,1,182.23,4,1,1,411,6,New Customers
14249,8,1,16.96,5,1,1,511,7,New Customers
14250,544,1,449.73,1,1,2,112,4,Lost
14251,18,9,8510.66,5,5,5,555,15,Champions
14252,290,5,3201.68,2,4,4,244,10,At Risk
14253,7,5,4780.61,5,4,4,544,13,Champions
14255,142,4,2711.0,3,4,4,344,11,Loyal Customers
14256,274,2,1281.02,2,2,3,223,7,Needs Attention
14257,81,2,182.1,4,2,1,421,7,New Customers
14258,394,3,2049.48,2,3,4,234,9,At Risk
14259,31,3,1359.95,4,3,3,433,10,Potential Loyal
14262,210,1,310.5,2,1,2,212,5,Lost
14263,21,14,39484.59,5,5,5,555,15,Champions
14265,731,1,118.12,1,1,1,111,3,Lost
14266,3,7,8586.81,5,5,5,555,15,Champions
14267,235,2,939.79,2,2,3,223,7,Needs Attention
14269,7,14,32985.8,5,5,5,555,15,Champions
14270,516,2,313.16,1,2,2,122,5,Lost
14271,703,1,23.54,1,1,1,111,3,Lost
14272,46,4,2882.2,4,4,4,444,12,Champions
14273,56,9,21985.8,4,5,5,455,14,Champions
14275,116,2,1593.0,3,2,3,323,8,Potential Loyal
14276,643,2,430.08,1,2,2,122,5,Lost
14278,377,2,272.0,2,2,1,221,5,Lost
14280,3,1,438.13,5,1,2,512,8,New Customers
14281,116,3,1274.8,3,3,3,333,9,Potential Loyal
14285,123,4,3576.84,3,4,4,344,11,Loyal Customers
14287,71,2,1542.23,4,2,3,423,9,New Customers
14288,266,2,338.5,2,3,2,232,7,Price Sensitive
14289,394,1,123.08,2,1,1,211,4,Lost
14290,76,3,4126.82,4,3,4,434,11,Loyal Customers
14291,338,2,662.6,2,3,2,232,7,Price Sensitive
14292,21,4,2963.33,5,4,4,544,13,Champions
14293,261,2,687.15,2,3,2,232,7,Price Sensitive
14294,21,1,336.6,5,1,2,512,8,New Customers
14295,526,1,554.6,1,1,2,112,4,Lost
14296,635,1,103.35,1,1,1,111,3,Lost
14299,65,19,56533.5,4,5,5,455,14,Champions
